id,language,resource_level,proverb_native,proverb_en,fig_or_literal,mk_theme,proverb_type,prescriptive_or_descriptive,structural_pattern,crosslingual_type_id,source_dataset,source_url,license,human_machine_labelled
gutenberg_05603,da,medium,"Bær Asenet en Guldsæk, det æder dog Tidsel","Though the ass may carry a sack of gold, it nevertheless feeds on thistles.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05604,da,medium,"Beder Gud dig drage, han faaer dig vel Reb; beder han dig ride, han faaer dig vel Hest","If God bids thee draw, he will find thee a rope; if he bids thee ride, he will find thee a horse.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05605,da,medium,Bedre Ægget i Dag end Hönen i Morgen,Rather the egg to-day than the hen to-morrow.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05606,da,medium,Bedre at Barn græder end at Moder sukker,"Better the child cry, than the mother sigh.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05607,da,medium,Bedre at blæse hart end at brænde sig,Better blow hard than burn yourself.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05608,da,medium,Bedre at gaae en liden Krog end at væde sin Brog,Better make a short circuit than to wet your hose.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05609,da,medium,Bedre at komme seent til Kirke end aldrig,Better come late to church than never.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05610,da,medium,"Bedre at spare paa Bredden, end paa Bunden",Better spare at the brim than at the bottom.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05611,da,medium,Bedre at være fri Fugl end fangen Konge,Better to be a free bird than a captive king.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05612,da,medium,Bedre brænder den vaade Green end den törre Steen,The wet branch burns better than the dry stone.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05613,da,medium,Bedre een Fugl i Haanden end to paa Taget,One bird in the hand is better than two on the roof.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05614,da,medium,"Bedre en salt Sild over sit eget Bord, end en fersk Giedde over et fremmed","Better a salt herring on your own table, than a fresh pike on another man’s.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05615,da,medium,Bedre er aaben Fjende end Hykle-Ven,Better an open enemy than a false friend.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05616,da,medium,"Bedre er at Barn græder, end gammel Mand",Better the child cry than the old man.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05617,da,medium,"Bedre er at gaae fri i en grön Eng, end at være bunden til en Tornebusk","Better walk unshackled in a green meadow, than be bound to a thorn-bush.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05618,da,medium,"Bedre er at lide for Sandhed, end at Lönnes for Lögn","Better suffer for truth, than prosper by falsehood.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05619,da,medium,Bedre er at stemme Bækken end Aaen,It is easier to stem the brook than the river.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05620,da,medium,Bedre er at tinge ved Busken end ved Boien,It is better to make conditions in the bush than in prison.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05621,da,medium,Bedre er at Verden veed du er en Synder end at Gud veed du er en Hykler,Better the world should know you as a sinner than God know you as a hypocrite.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05622,da,medium,Bedre er Bröd end Fuglesang,Bread is better than the song of birds.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05623,da,medium,"Bedre er den Green der böier, end den der brister","Better is the branch that bends, than the branch that breaks.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05624,da,medium,"Bedre er dyrt at kiöbe, end ilde at svelte",It is better to buy dearly than to hunger direly.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05625,da,medium,Bedre er een Ko med Ro end syv med Uro,Better one cow in peace than seven in trouble.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05626,da,medium,"Bedre er et magert Forliig, end en fed Trætte",A meagre compromise is better than a fat lawsuit.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05627,da,medium,"Bedre er et Ord for, end ti Ord efter",One word beforehand is better than ten afterwards.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05628,da,medium,"Bedre er grov Traad, end bart Laar",Better coarse cloth than naked thighs.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05629,da,medium,Bedre er heelt end med Guld bödet,Better whole than patched with gold.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05630,da,medium,Bedre er Held end hundrede Mark,Luck is better than a hundred marks.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05631,da,medium,Bedre er liden Nagle for Huus end slet ingen,A small bolt to the house is better than none at all.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05632,da,medium,"Bedre er selv at have, end Söster at bede","Better to have something yourself, than to beg of your sister.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05633,da,medium,"Bedre er snild Tunge, end kæmt Haar",A smooth tongue is better than smooth locks.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05634,da,medium,"Bedre er strax at nægte, end længe at love","Better to deny at once, than to promise long.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05635,da,medium,Bedre er svang Hest end tom Grime. Bedre er halvt Bröd end Alt mist. Bedre er lidet Boskab end tomt Huus,Better a poor horse than an empty stall. Better half a loaf than none at all. Better a little furniture than an empty house.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05636,da,medium,Bedre er tiende Ord end tarvlös Tale,Speaking silence is better than senseless speech.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05637,da,medium,"Bedre er tösser maalt, end eengang og galt",Better twice measured than once wrong.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05638,da,medium,Bedre er tyndt Öl end tom Tönde,Better weak beer than an empty cask.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05639,da,medium,"Bedre er Venne-Napp, end Fiende-Klap",Better a friend’s bite than an enemy’s caress.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05640,da,medium,Bedre i gammel Vogn end i nyt Skib,Better in an old carriage than in a new ship.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05641,da,medium,"Bedre ingen Lov, end uden Fremgang","Better no law, than law not enforced.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05642,da,medium,"Bedre lidt med Ro og Rette, end meget med Uro og Trætte","Better a little in peace and with right, than much with anxiety and strife.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05643,da,medium,Bedre noget paa Armen end alt i Tarmen,Better something on the arm than all in the stomach.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05644,da,medium,"Bedre paa Træbeen at gaae, end paa Baar at bæres","Better walk on wooden legs, than be carried on a wooden bier.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05645,da,medium,Bedre sildig end aldrig,Better late than never.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05646,da,medium,Bedst brænder Ild paa egen Arne,The fire burns brightest on one’s own hearth.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05647,da,medium,Bid byder anden,One bite brings another.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05648,da,medium,Blind Due finder ogsaa stundom Hvedekorn,A blind pigeon may sometimes find a grain of wheat.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05649,da,medium,"Blodet er aldrig saa tyndt, at det jo er tykkere end Vand","Let the blood be ever so thin, it is always thicker than water.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05650,da,medium,Blomster er Frugtens Fæstepenge,Flowers are the pledges of fruit.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05651,da,medium,Bondens Fied giör Ageren fed,The foot of the farmer manures the field.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05652,da,medium,Bön er dyrest Kiöb,What is got by begging is dearly bought.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05653,da,medium,Börn er fattig Mands Rigdom,Children are the riches of the poor.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05654,da,medium,"Börn er vis Sorg, men uvis Glæde","Children are certain sorrow, but uncertain joy.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05655,da,medium,"Brændt Barn rædes gierne Ilden, og bidt Barn Hund","A burnt child fears the fire, and a bitten child fears a dog.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05656,da,medium,Bugen vil intet borge,The belly gives no credit.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05657,da,medium,"Daare lader Raad gaae ind ad det ene Öre, og ud ad det andet",Advice to a fool goes in at one ear and out at the other.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05658,da,medium,Daarligt er at frygte det man ei kan flye,It is folly to fear what one cannot avoid.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05659,da,medium,"Da begynde Svanerne at synge, naar Raagerne tie",When the rooks are silent the swans begin to sing.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05660,da,medium,"Da er Ild god inde, naar Hunsegel hænger ude","The fire is welcome within, when icicles hang without.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05661,da,medium,Dagen er aldrig saa hellig at jo Gryden vil syde,The day is never so holy that the pot refuses to boil.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05662,da,medium,"De ere ei alle Jægere, som blæse i Horn",All are not hunters that blow the horn.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05663,da,medium,De ere ikke alle gode Stegere som bær lange Knive,All are not good cooks who carry long knives.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05664,da,medium,"De flye ei Alle, som vende Ryggen",It is not all who turn their backs that flee.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05665,da,medium,De gamle Stude har de stive Horn,Old oxen have stiff horns.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05666,da,medium,De Gamle til Raad—de Unge til Daad,The aged in council—the young in action.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05667,da,medium,Deilig er Frugten som Dyden er i Træet,"As the virtue in the tree, such is the fruit.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05668,da,medium,Deilighed bær Medgiften i Ansigtet,Beauty carries its dower in its face.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05669,da,medium,"De lumske Sviin æde Masken, de galne löbe uden om","The still swine eat the mash, the wild ones run past it.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05670,da,medium,Den Bænk er vel prydet (som) med gode Qvinder er sat,That bench is well adorned that is filled with virtuous women.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05671,da,medium,"Den Dag kommer vel, at Koen haver sin Hale behov",The day is sure to come when the cow will want her tail.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05672,da,medium,Den der er slaaet til en Skilling bliver aldrig Daler,That which is stamped a penny will never be a pound.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05673,da,medium,"Den der har Glastag paa sit eget Huus, maa ikke kaste Steen paa andres","He who has a glass roof on his own house, must not throw stones at others’.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05674,da,medium,"Den der ikke sparer paa Skillingen, faaer aldrig Daleren","He that does not save pennies, will never have pounds.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05675,da,medium,"Den der jager to Harer af een Busk, faaer sielden nogen af dem","He who hunts two hares from one bush, is not likely to catch either.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05676,da,medium,"Den der tager en Enke med tre Börn, tager fire Tyve","He who marries a widow with three children, marries four thieves.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05677,da,medium,"Den der venter paa död Mands Skoe, kommer længe til at gaae barfodet","He who waits for dead men’s shoes, may have to go long barefoot.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05678,da,medium,"Den der vil have Hunden hængt, siger den bider Faar","He that wants to hang a dog, says that it bites the sheep.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05679,da,medium,"Den Ene jager, den Anden æder Haren","One hunts the hare, and another eats it.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05680,da,medium,Den ene Ravn hugger ikke Öinene ud paa den Anden,One raven does not peck out another’s eyes.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05681,da,medium,Den ene Stodder lider ikke at den anden har to Poser,One beggar likes not that another has two wallets.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05682,da,medium,"Den er en Giek sig selv roser, og en Gal sig selv vil laste","He is a fool that praises himself, and he a madman that speaks ill of himself.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05683,da,medium,Den er god at borge Byg som eier Havre,It is safe to lend barley to him who has oats.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05684,da,medium,"Den er ilde skikket til Bager, der har et Hoved af Smör","He is little suited to be a baker, whose head is made of butter.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05685,da,medium,"Den er ingen nyttig, som ei er sig selv nyttig","He who is of no use to himself, is of no use to any one.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05686,da,medium,Den er ingensteds som allesteds vil være,He who would be everywhere will be nowhere.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05687,da,medium,"Den er let at lokke, som efter vil hoppe","He is easy to lure, who is ready to follow.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05688,da,medium,"Den er Mand, som giör Mands Gierning","He is a man, who acts like a man.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05689,da,medium,Den er næst Gud som mindst behöver,He is nearest to God who has the fewest wants.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05690,da,medium,"Den er Tingen næst, som har den i Hænder","He is nearest a thing, who has it in his hands.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05691,da,medium,"Den er ung nok som er sund, og rig nok som er uden Gield","He is young enough who has health, and he is rich enough who has no debts.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05692,da,medium,Den er værd det Söde som har smagt det Suure,"He is worthy of sweets, who has tasted bitters.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05693,da,medium,"Den Fattige fattes meget, men den Gierrige alt","The poor man wants much, the miser everything.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05694,da,medium,Den fede So veed ei hvad den sultne lider,The fat sow knows not what the hungry sow suffers.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05695,da,medium,Den förste Fugl fanger det förste Korn,The first bird gets the first grain.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05696,da,medium,"Den Gaas kiækker höit, der har en god Gasse",The goose that has a good gander cackles loudly.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05697,da,medium,Den Gaas kiækker ikke mere som Hovedet er af,The goose that has lost its head no longer cackles.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05698,da,medium,"Den Gamle skal man ære, den Unge skal man lære","Honour the old, teach the young.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05699,da,medium,"Den giemmer til Kat, som giemmer til Nat","He who puts by for the night, puts by for the cat.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05700,da,medium,"Den glæder sig meest, som selv qvæder",He that sings himself is the best pleased.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05701,da,medium,"Den har svært Löb, som nödes til at löbe",He runs heavily who is forced to run.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05702,da,medium,"Den Hund man skal nöde til Skovs, beder ikke mange Dyr",The dog that is forced into the woods will not hunt many deer.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05703,da,medium,"Den kan snarest spilde, som har Karret i Haand",He is most likely to spill who holds the vessel in his hand.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05704,da,medium,Den Kloges Arv findes i alle Lande,A clever man’s inheritance is found in every country.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05705,da,medium,Den Korset haver signer sig selv först,"He that bears the cross, blesses himself first.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05706,da,medium,Den lade Dreng og den varme Seng kunne ei vel skilles ad,A lazy boy and a warm bed are difficult to part.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05707,da,medium,Den Lade faaer ingen Lön uden Last,Blame is the lazy man’s wages.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05708,da,medium,"Den leder ikke gierne bag Dören, som ei selv har staaet der",A man does not look behind the door unless he has stood there himself.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05709,da,medium,Den leer bedst som leer sidst,"He who laughs last, laughs best.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05710,da,medium,"Den lever ikke i al Verden, som kan flaae Huden af en Qvadsteen",He does not live in this world that can skin a grindstone.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05711,da,medium,"Den Milde giver sig rig, den Gierrige tager sig fattig","The generous man grows rich in giving, the miser poor in taking.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05712,da,medium,Den Penge man sparer er saa god som den man avler,Money saved is as good as money gained.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05713,da,medium,Den Pung er tom anden Mands Penge ligge udi,That’s but an empty purse which is full of other men’s money.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05714,da,medium,"Den Qværnsteen maler og, der under ligger",The millstone that lies undermost also helps to grind.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05715,da,medium,"Den raader for Hesten, der rider ham",He who rides the horse is his master.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05716,da,medium,"Den ræddes at komme i Sæk, som för har været i",He fears the sack who has been in it.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05717,da,medium,Den sanker god Rigdom der varer sig for Skade,He that keeps out of harm’s way will gather goodly riches.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05718,da,medium,Den sene Ko faaer det sure Græs,The laggard cow gets the sour grass.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05719,da,medium,"Den sidder vel, som kan selv reise sig",He sits well who can rise without help.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05720,da,medium,"Den skal ei være vaanden ad Svar, som giver andre onde Ord",He who abuses others must not be particular about the answer he gets.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_05721,da,medium,"Den skal endnu födes, der kan befalde alle",He is not yet born who can please everybody.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
